timestamp,date,activity,,
25/11/2003 13:32,25/11/2003,286,,
25/11/2003 13:33,25/11/2003,143,,
25/11/2003 13:34,25/11/2003,125,,
25/11/2003 13:35,25/11/2003,102,,
25/11/2003 13:36,25/11/2003,259,,
25/11/2003 13:37,25/11/2003,296,,
25/11/2003 13:38,25/11/2003,386,,
25/11/2003 13:39,25/11/2003,125,,
25/11/2003 13:40,25/11/2003,32,,
25/11/2003 13:41,25/11/2003,259,,
25/11/2003 13:42,25/11/2003,116,,
25/11/2003 13:43,25/11/2003,120,,
25/11/2003 13:44,25/11/2003,259,,
25/11/2003 13:45,25/11/2003,250,,
25/11/2003 13:46,25/11/2003,32,,
25/11/2003 13:47,25/11/2003,154,,
25/11/2003 13:48,25/11/2003,425,,
25/11/2003 13:49,25/11/2003,52,,
25/11/2003 13:50,25/11/2003,85,,
25/11/2003 13:51,25/11/2003,88,,
25/11/2003 13:52,25/11/2003,18,,
25/11/2003 13:53,25/11/2003,219,,
25/11/2003 13:54,25/11/2003,102,,
25/11/2003 13:55,25/11/2003,26,,
25/11/2003 13:56,25/11/2003,111,,
25/11/2003 13:57,25/11/2003,21,,
25/11/2003 13:58,25/11/2003,148,,
25/11/2003 13:59,25/11/2003,30,,
25/11/2003 14:00,25/11/2003,58,,
25/11/2003 14:01,25/11/2003,154,,
25/11/2003 14:02,25/11/2003,0,,
25/11/2003 14:03,25/11/2003,759,,
25/11/2003 14:04,25/11/2003,242,,
25/11/2003 14:05,25/11/2003,98,,
25/11/2003 14:06,25/11/2003,317,,
25/11/2003 14:07,25/11/2003,227,,
25/11/2003 14:08,25/11/2003,160,,
25/11/2003 14:09,25/11/2003,94,,
25/11/2003 14:10,25/11/2003,268,,
25/11/2003 14:11,25/11/2003,235,,
25/11/2003 14:12,25/11/2003,317,,
25/11/2003 14:13,25/11/2003,439,,
25/11/2003 14:14,25/11/2003,533,,
25/11/2003 14:15,25/11/2003,259,,
25/11/2003 14:16,25/11/2003,116,,
25/11/2003 14:17,25/11/2003,500,,
25/11/2003 14:18,25/11/2003,338,,
25/11/2003 14:19,25/11/2003,242,,
25/11/2003 14:20,25/11/2003,160,,
25/11/2003 14:21,25/11/2003,317,,
25/11/2003 14:22,25/11/2003,606,,
25/11/2003 14:23,25/11/2003,197,,
25/11/2003 14:24,25/11/2003,277,,
25/11/2003 14:25,25/11/2003,425,,
25/11/2003 14:26,25/11/2003,349,,
25/11/2003 14:27,25/11/2003,125,,
25/11/2003 14:28,25/11/2003,130,,
25/11/2003 14:29,25/11/2003,190,,
25/11/2003 14:30,25/11/2003,73,,
25/11/2003 14:31,25/11/2003,160,,
25/11/2003 14:32,25/11/2003,91,,
25/11/2003 14:33,25/11/2003,98,,
25/11/2003 14:34,25/11/2003,76,,
25/11/2003 14:35,25/11/2003,0,,
25/11/2003 14:36,25/11/2003,82,,
25/11/2003 14:37,25/11/2003,242,,
25/11/2003 14:38,25/11/2003,47,,
25/11/2003 14:39,25/11/2003,197,,
25/11/2003 14:40,25/11/2003,61,,
25/11/2003 14:41,25/11/2003,49,,
25/11/2003 14:42,25/11/2003,219,,
25/11/2003 14:43,25/11/2003,178,,
25/11/2003 14:44,25/11/2003,398,,
25/11/2003 14:45,25/11/2003,485,,
25/11/2003 14:46,25/11/2003,500,,
25/11/2003 14:47,25/11/2003,37,,
25/11/2003 14:48,25/11/2003,296,,
25/11/2003 14:49,25/11/2003,286,,
25/11/2003 14:50,25/11/2003,328,,
25/11/2003 14:51,25/11/2003,533,,
25/11/2003 14:52,25/11/2003,386,,
25/11/2003 14:53,25/11/2003,587,,
25/11/2003 14:54,25/11/2003,485,,
25/11/2003 14:55,25/11/2003,338,,
25/11/2003 14:56,25/11/2003,454,,
25/11/2003 14:57,25/11/2003,398,,
25/11/2003 14:58,25/11/2003,454,,
25/11/2003 14:59,25/11/2003,1111,,
25/11/2003 15:00,25/11/2003,17,,
25/11/2003 15:01,25/11/2003,259,,
25/11/2003 15:02,25/11/2003,317,,
25/11/2003 15:03,25/11/2003,759,,
25/11/2003 15:04,25/11/2003,338,,
25/11/2003 15:05,25/11/2003,734,,
25/11/2003 15:06,25/11/2003,1894,,
25/11/2003 15:07,25/11/2003,587,,
25/11/2003 15:08,25/11/2003,783,,
25/11/2003 15:09,25/11/2003,809,,
25/11/2003 15:10,25/11/2003,1010,,
25/11/2003 15:11,25/11/2003,978,,
25/11/2003 15:12,25/11/2003,862,,
25/11/2003 15:13,25/11/2003,1521,,
25/11/2003 15:14,25/11/2003,1384,,
25/11/2003 15:15,25/11/2003,1042,,
25/11/2003 15:16,25/11/2003,1111,,
25/11/2003 15:17,25/11/2003,759,,
25/11/2003 15:18,25/11/2003,338,,
25/11/2003 15:19,25/11/2003,626,,
25/11/2003 15:20,25/11/2003,76,,
25/11/2003 15:21,25/11/2003,85,,
25/11/2003 15:22,25/11/2003,1111,,
25/11/2003 15:23,25/11/2003,533,,
25/11/2003 15:24,25/11/2003,328,,
25/11/2003 15:25,25/11/2003,277,,
25/11/2003 15:26,25/11/2003,373,,
25/11/2003 15:27,25/11/2003,197,,
25/11/2003 15:28,25/11/2003,139,,
25/11/2003 15:29,25/11/2003,120,,
25/11/2003 15:30,25/11/2003,759,,
25/11/2003 15:31,25/11/2003,606,,
25/11/2003 15:32,25/11/2003,361,,
25/11/2003 15:33,25/11/2003,134,,
25/11/2003 15:34,25/11/2003,102,,
25/11/2003 15:35,25/11/2003,64,,
25/11/2003 15:36,25/11/2003,286,,
25/11/2003 15:37,25/11/2003,296,,
25/11/2003 15:38,25/11/2003,0,,
25/11/2003 15:39,25/11/2003,35,,
25/11/2003 15:40,25/11/2003,0,,
25/11/2003 15:41,25/11/2003,0,,
25/11/2003 15:42,25/11/2003,64,,
25/11/2003 15:43,25/11/2003,0,,
25/11/2003 15:44,25/11/2003,5,,
25/11/2003 15:45,25/11/2003,0,,
25/11/2003 15:46,25/11/2003,235,,
25/11/2003 15:47,25/11/2003,712,,
25/11/2003 15:48,25/11/2003,148,,
25/11/2003 15:49,25/11/2003,8,,
25/11/2003 15:50,25/11/2003,0,,
25/11/2003 15:51,25/11/2003,0,,
25/11/2003 15:52,25/11/2003,0,,
25/11/2003 15:53,25/11/2003,0,,
25/11/2003 15:54,25/11/2003,0,,
25/11/2003 15:55,25/11/2003,0,,
25/11/2003 15:56,25/11/2003,0,,
25/11/2003 15:57,25/11/2003,0,,
25/11/2003 15:58,25/11/2003,0,,
25/11/2003 15:59,25/11/2003,0,,
25/11/2003 16:00,25/11/2003,0,,
25/11/2003 16:01,25/11/2003,0,,
25/11/2003 16:02,25/11/2003,0,,
25/11/2003 16:03,25/11/2003,0,,
25/11/2003 16:04,25/11/2003,0,,
25/11/2003 16:05,25/11/2003,0,,
25/11/2003 16:06,25/11/2003,0,,
25/11/2003 16:07,25/11/2003,0,,
25/11/2003 16:08,25/11/2003,0,,
25/11/2003 16:09,25/11/2003,0,,
25/11/2003 16:10,25/11/2003,439,,
25/11/2003 16:11,25/11/2003,73,,
25/11/2003 16:12,25/11/2003,0,,
25/11/2003 16:13,25/11/2003,0,,
25/11/2003 16:14,25/11/2003,0,,
25/11/2003 16:15,25/11/2003,130,,
25/11/2003 16:16,25/11/2003,166,,
25/11/2003 16:17,25/11/2003,0,,
25/11/2003 16:18,25/11/2003,37,,
25/11/2003 16:19,25/11/2003,17,,
25/11/2003 16:20,25/11/2003,23,,
25/11/2003 16:21,25/11/2003,79,,
25/11/2003 16:22,25/11/2003,49,,
25/11/2003 16:23,25/11/2003,734,,
25/11/2003 16:24,25/11/2003,1341,,
25/11/2003 16:25,25/11/2003,626,,
25/11/2003 16:26,25/11/2003,139,,
25/11/2003 16:27,25/11/2003,242,,
25/11/2003 16:28,25/11/2003,21,,
25/11/2003 16:29,25/11/2003,30,,
25/11/2003 16:30,25/11/2003,219,,
25/11/2003 16:31,25/11/2003,41,,
25/11/2003 16:32,25/11/2003,88,,
25/11/2003 16:33,25/11/2003,190,,
25/11/2003 16:34,25/11/2003,70,,
25/11/2003 16:35,25/11/2003,98,,
25/11/2003 16:36,25/11/2003,286,,
25/11/2003 16:37,25/11/2003,172,,
25/11/2003 16:38,25/11/2003,134,,
25/11/2003 16:39,25/11/2003,23,,
25/11/2003 16:40,25/11/2003,111,,
25/11/2003 16:41,25/11/2003,0,,
25/11/2003 16:42,25/11/2003,70,,
25/11/2003 16:43,25/11/2003,0,,
25/11/2003 16:44,25/11/2003,76,,
25/11/2003 16:45,25/11/2003,0,,
25/11/2003 16:46,25/11/2003,49,,
25/11/2003 16:47,25/11/2003,6,,
25/11/2003 16:48,25/11/2003,0,,
25/11/2003 16:49,25/11/2003,0,,
25/11/2003 16:50,25/11/2003,107,,
25/11/2003 16:51,25/11/2003,0,,
25/11/2003 16:52,25/11/2003,35,,
25/11/2003 16:53,25/11/2003,55,,
25/11/2003 16:54,25/11/2003,0,,
25/11/2003 16:55,25/11/2003,24,,
25/11/2003 16:56,25/11/2003,0,,
25/11/2003 16:57,25/11/2003,120,,
25/11/2003 16:58,25/11/2003,64,,
25/11/2003 16:59,25/11/2003,52,,
25/11/2003 17:00,25/11/2003,73,,
25/11/2003 17:01,25/11/2003,98,,
25/11/2003 17:02,25/11/2003,134,,
25/11/2003 17:03,25/11/2003,11,,
25/11/2003 17:04,25/11/2003,38,,
25/11/2003 17:05,25/11/2003,43,,
25/11/2003 17:06,25/11/2003,70,,
25/11/2003 17:07,25/11/2003,120,,
25/11/2003 17:08,25/11/2003,40,,
25/11/2003 17:09,25/11/2003,23,,
25/11/2003 17:10,25/11/2003,61,,
25/11/2003 17:11,25/11/2003,40,,
25/11/2003 17:12,25/11/2003,70,,
25/11/2003 17:13,25/11/2003,107,,
25/11/2003 17:14,25/11/2003,306,,
25/11/2003 17:15,25/11/2003,111,,
25/11/2003 17:16,25/11/2003,102,,
25/11/2003 17:17,25/11/2003,190,,
25/11/2003 17:18,25/11/2003,82,,
25/11/2003 17:19,25/11/2003,125,,
25/11/2003 17:20,25/11/2003,317,,
25/11/2003 17:21,25/11/2003,296,,
25/11/2003 17:22,25/11/2003,259,,
25/11/2003 17:23,25/11/2003,9,,
25/11/2003 17:24,25/11/2003,533,,
25/11/2003 17:25,25/11/2003,49,,
25/11/2003 17:26,25/11/2003,0,,
25/11/2003 17:27,25/11/2003,0,,
25/11/2003 17:28,25/11/2003,0,,
25/11/2003 17:29,25/11/2003,0,,
25/11/2003 17:30,25/11/2003,0,,
25/11/2003 17:31,25/11/2003,0,,
25/11/2003 17:32,25/11/2003,0,,
25/11/2003 17:33,25/11/2003,212,,
25/11/2003 17:34,25/11/2003,373,,
25/11/2003 17:35,25/11/2003,296,,
25/11/2003 17:36,25/11/2003,386,,
25/11/2003 17:37,25/11/2003,0,,
25/11/2003 17:38,25/11/2003,0,,
25/11/2003 17:39,25/11/2003,0,,
25/11/2003 17:40,25/11/2003,0,,
25/11/2003 17:41,25/11/2003,0,,
25/11/2003 17:42,25/11/2003,259,,
25/11/2003 17:43,25/11/2003,948,,
25/11/2003 17:44,25/11/2003,1894,,
25/11/2003 17:45,25/11/2003,667,,
25/11/2003 17:46,25/11/2003,154,,
25/11/2003 17:47,25/11/2003,70,,
25/11/2003 17:48,25/11/2003,143,,
25/11/2003 17:49,25/11/2003,67,,
25/11/2003 17:50,25/11/2003,125,,
25/11/2003 17:51,25/11/2003,107,,
25/11/2003 17:52,25/11/2003,107,,
25/11/2003 17:53,25/11/2003,439,,
25/11/2003 17:54,25/11/2003,139,,
25/11/2003 17:55,25/11/2003,94,,
25/11/2003 17:56,25/11/2003,143,,
25/11/2003 17:57,25/11/2003,646,,
25/11/2003 17:58,25/11/2003,1146,,
25/11/2003 17:59,25/11/2003,1570,,
25/11/2003 18:00,25/11/2003,835,,
25/11/2003 18:01,25/11/2003,338,,
25/11/2003 18:02,25/11/2003,21,,
25/11/2003 18:03,25/11/2003,296,,
25/11/2003 18:04,25/11/2003,890,,
25/11/2003 18:05,25/11/2003,1221,,
25/11/2003 18:06,25/11/2003,1894,,
25/11/2003 18:07,25/11/2003,835,,
25/11/2003 18:08,25/11/2003,1146,,
25/11/2003 18:09,25/11/2003,178,,
25/11/2003 18:10,25/11/2003,102,,
25/11/2003 18:11,25/11/2003,20,,
25/11/2003 18:12,25/11/2003,0,,
25/11/2003 18:13,25/11/2003,27,,
25/11/2003 18:14,25/11/2003,58,,
25/11/2003 18:15,25/11/2003,76,,
25/11/2003 18:16,25/11/2003,15,,
25/11/2003 18:17,25/11/2003,130,,
25/11/2003 18:18,25/11/2003,26,,
25/11/2003 18:19,25/11/2003,3,,
25/11/2003 18:20,25/11/2003,14,,
25/11/2003 18:21,25/11/2003,40,,
25/11/2003 18:22,25/11/2003,190,,
25/11/2003 18:23,25/11/2003,64,,
25/11/2003 18:24,25/11/2003,9,,
25/11/2003 18:25,25/11/2003,0,,
25/11/2003 18:26,25/11/2003,143,,
25/11/2003 18:27,25/11/2003,0,,
25/11/2003 18:28,25/11/2003,212,,
25/11/2003 18:29,25/11/2003,978,,
25/11/2003 18:30,25/11/2003,1010,,
25/11/2003 18:31,25/11/2003,1076,,
25/11/2003 18:32,25/11/2003,948,,
25/11/2003 18:33,25/11/2003,1010,,
25/11/2003 18:34,25/11/2003,809,,
25/11/2003 18:35,25/11/2003,533,,
25/11/2003 18:36,25/11/2003,469,,
25/11/2003 18:37,25/11/2003,235,,
25/11/2003 18:38,25/11/2003,425,,
25/11/2003 18:39,25/11/2003,184,,
25/11/2003 18:40,25/11/2003,130,,
25/11/2003 18:41,25/11/2003,49,,
25/11/2003 18:42,25/11/2003,250,,
25/11/2003 18:43,25/11/2003,454,,
25/11/2003 18:44,25/11/2003,411,,
25/11/2003 18:45,25/11/2003,130,,
25/11/2003 18:46,25/11/2003,79,,
25/11/2003 18:47,25/11/2003,18,,
25/11/2003 18:48,25/11/2003,3,,
25/11/2003 18:49,25/11/2003,0,,
25/11/2003 18:50,25/11/2003,454,,
25/11/2003 18:51,25/11/2003,98,,
25/11/2003 18:52,25/11/2003,21,,
25/11/2003 18:53,25/11/2003,5,,
25/11/2003 18:54,25/11/2003,0,,
25/11/2003 18:55,25/11/2003,3,,
25/11/2003 18:56,25/11/2003,0,,
25/11/2003 18:57,25/11/2003,0,,
25/11/2003 18:58,25/11/2003,0,,
25/11/2003 18:59,25/11/2003,0,,
25/11/2003 19:00,25/11/2003,20,,
25/11/2003 19:01,25/11/2003,0,,
25/11/2003 19:02,25/11/2003,17,,
25/11/2003 19:03,25/11/2003,0,,
25/11/2003 19:04,25/11/2003,23,,
25/11/2003 19:05,25/11/2003,0,,
25/11/2003 19:06,25/11/2003,61,,
25/11/2003 19:07,25/11/2003,30,,
25/11/2003 19:08,25/11/2003,8,,
25/11/2003 19:09,25/11/2003,37,,
25/11/2003 19:10,25/11/2003,3,,
25/11/2003 19:11,25/11/2003,0,,
25/11/2003 19:12,25/11/2003,79,,
25/11/2003 19:13,25/11/2003,18,,
25/11/2003 19:14,25/11/2003,12,,
25/11/2003 19:15,25/11/2003,29,,
25/11/2003 19:16,25/11/2003,0,,
25/11/2003 19:17,25/11/2003,0,,
25/11/2003 19:18,25/11/2003,0,,
25/11/2003 19:19,25/11/2003,0,,
25/11/2003 19:20,25/11/2003,5,,
25/11/2003 19:21,25/11/2003,29,,
25/11/2003 19:22,25/11/2003,0,,
25/11/2003 19:23,25/11/2003,0,,
25/11/2003 19:24,25/11/2003,0,,
25/11/2003 19:25,25/11/2003,18,,
25/11/2003 19:26,25/11/2003,3,,
25/11/2003 19:27,25/11/2003,32,,
25/11/2003 19:28,25/11/2003,3,,
25/11/2003 19:29,25/11/2003,64,,
25/11/2003 19:30,25/11/2003,6,,
25/11/2003 19:31,25/11/2003,0,,
25/11/2003 19:32,25/11/2003,0,,
25/11/2003 19:33,25/11/2003,0,,
